,HCC44_LUNG,OACP4C_OESOPHAGUS
GO:0007040,0.47552,0.47552
GO:0007041,0.46411,0.086835
GO:0007043,-0.54516,-0.54516
GO:0007044,0.46343,0.44332
GO:0007050,0.40222,0.26122
GO:0007051,0.6909,0.74029
GO:0007059,0.49257,0.4863
GO:0007088,0.36436,-0.048582
GO:0007098,-0.47203,-0.47203
GO:0007127,0.42752,0.42752
GO:0007155,-0.79191,-1.3108
GO:0007157,0.48541,0.4373
GO:0007160,0.43467,0.77705
GO:0007165,-0.36759,-0.30988
GO:0007166,-0.12907,-0.051389
GO:0007167,0.69543,0.74364
GO:0007169,0.049884,0.21983
GO:0007173,0.37041,0.37041
GO:0007179,-0.80236,-0.74027
GO:0007186,-0.48997,0.218
GO:0007188,0.43473,0.2195
GO:0007189,-0.46353,-0.46353
GO:0007190,-0.55733,-0.55733
GO:0007193,0.83666,0.56284
GO:0007194,-0.54485,-0.44447
GO:0007200,0.085039,0.13277
GO:0007202,-0.46098,-0.46098
GO:0007204,0.54616,-0.010235
GO:0007205,0.6508,0.6508
GO:0007212,-0.36716,-0.55591
GO:0007213,-0.46557,-0.46557
GO:0007218,0.60053,0.81992
GO:0007219,0.72916,1.5657
GO:0007223,0.41709,0.84198
GO:0007224,0.49352,0.49352
GO:0007229,-0.46143,-1.1473
GO:0007249,-0.41874,-0.41874
GO:0007257,0.51331,0.51331
GO:0007259,-0.72138,-0.72138
GO:0007265,0.50755,0.46546
GO:0007266,0.39677,0.39677
GO:0007267,0.28656,0.65809
GO:0007268,-0.27876,-0.17494
GO:0007269,0.47833,0.54161
GO:0007271,0.52789,0.44945
GO:0007274,0.54793,0.54793
GO:0007276,0.14222,0.67758
GO:0007283,-0.6623,-0.65261
GO:0007286,-0.3397,-0.3397
GO:0007338,0.69557,0.69557
GO:0007346,-0.51949,-0.19186
GO:0007368,-0.8574,-0.62053
GO:0007369,1.3607,2.0013
GO:0007389,-0.17886,-0.20662
GO:0007399,-0.059449,0.28792
GO:0007411,-0.10018,0.54366
GO:0007416,0.67691,0.38075
GO:0007417,0.013045,0.61379
GO:0007420,0.027607,-0.081095
GO:0007422,-0.44817,-0.54675
GO:0007423,0.49686,0.62941
GO:0007435,-0.58274,-0.58274
GO:0007498,-0.25101,-0.60214
GO:0007507,-0.37096,-0.72934
GO:0007517,-0.33235,-0.20102
GO:0007519,0.36749,0.45317
GO:0007528,-0.44674,-0.87868
GO:0007548,-0.3825,-0.26964
GO:0007565,-1.041,-0.39137
GO:0007566,0.61726,0.61726
GO:0007568,0.070679,0.49078
GO:0007584,0.44424,0.68594
GO:0007585,0.43622,0.43622
GO:0007586,-0.38606,-0.3153
GO:0007588,0.57142,0.57142
GO:0007595,0.62494,0.93092
GO:0007596,-0.94074,0.55199
GO:0007600,0.13412,0.13176
GO:0007601,-0.25477,0.12392
GO:0007605,-0.305,-0.305
GO:0007610,-0.14469,-0.41146
GO:0007611,0.015565,-0.084646
GO:0007612,0.38722,-0.10607
GO:0007613,-0.55472,-0.37875
GO:0007616,0.46242,0.46242
GO:0007617,0.55119,0.55119
GO:0007623,-0.52485,-0.4577
GO:0007626,0.070267,-0.56151
GO:0007628,-0.42912,-0.42912
GO:0008015,0.10082,0.63659
GO:0008016,-1.1966,-1.2804
GO:0008033,-0.44128,-0.44128
GO:0008038,-0.43701,-0.43701
GO:0008064,0.41459,0.30949
GO:0008104,0.36605,0.35135
GO:0008150,-0.40638,0.50027
GO:0008202,-1.3999,-0.21155
GO:0008203,-0.87077,-1.1116
GO:0008206,0.65197,0.50464
GO:0008207,-0.70269,-0.70269
GO:0008209,0.32073,0.32073
GO:0008210,1.7106,0.27334
GO:0008211,-0.33965,-0.33965
GO:0008214,0.44083,0.44083
GO:0008217,-0.3903,-0.59301
GO:0008219,-0.19714,-0.14883
GO:0008277,0.4067,0.90911
GO:0008283,-1.1196,-1.1986
GO:0008284,0.61825,-0.30006
GO:0008285,0.39743,1.2815
GO:0008286,-0.47818,-0.47818
GO:0008347,0.55668,0.55668
GO:0008360,-0.57319,-0.40438
GO:0008361,-0.069168,0.30643
GO:0008542,-0.37506,-0.70604
GO:0008543,0.50953,0.50953
GO:0008584,0.62945,0.82142
GO:0008589,-0.38587,-0.37567
GO:0008610,-0.55523,-0.17652
GO:0008625,-0.42341,-0.42341
GO:0008637,-0.39879,-0.39879
GO:0009057,-0.67975,-0.10171
GO:0009060,0.45929,0.72825
GO:0009063,1.7243,0.22543
GO:0009065,0.74842,0.528
GO:0009066,0.66232,0.66232
GO:0009074,-0.50889,-0.50889
GO:0009117,-0.060322,0.32439
GO:0009119,-0.50228,-0.50228
GO:0009126,-0.43772,-0.43772
GO:0009130,-0.4809,-1.3608
GO:0009135,-0.67061,-0.60972
GO:0009142,0.56439,0.56439
GO:0009150,-0.022191,-0.56768
GO:0009152,-0.69962,-0.69962
GO:0009154,0.56729,0.56729
GO:0009162,0.43652,0.43652
GO:0009168,-0.4398,-0.4398
GO:0009179,-0.60413,-0.45968
GO:0009185,0.61782,0.41764
GO:0009205,-0.81495,-0.81495
GO:0009214,0.41569,0.41569
GO:0009218,0.64704,0.54347
GO:0009251,-0.65466,-0.65796
GO:0009260,-0.44766,-0.45034
GO:0009266,-0.86359,-1.352
GO:0009267,0.402,0.22521
GO:0009299,0.6508,0.6508
GO:0009309,0.43695,0.43695
GO:0009311,0.25337,0.39629
GO:0009314,0.67897,-0.32961
GO:0009394,0.73595,0.73595
GO:0009404,0.43356,0.43356
GO:0009409,-0.64912,-0.40141
GO:0009410,1.2074,-0.59379
GO:0009416,0.18251,-1.339
GO:0009451,0.40437,0.40437
GO:0009583,0.88806,0.9236
GO:0009607,1.128,1.073
GO:0009611,-0.055589,-0.29487
GO:0009612,0.63038,-0.0085537
GO:0009615,0.69651,0.28729
GO:0009617,0.85963,0.54393
GO:0009620,0.47085,0.89238
GO:0009628,0.27022,-0.55849
GO:0009636,0.73787,-0.62556
GO:0009651,0.75926,0.75926
GO:0009653,0.24102,0.32562
GO:0009712,-0.4326,-0.4326
GO:0009725,-0.70145,-0.25284
GO:0009746,0.22527,0.26453
GO:0009790,-0.066216,-0.074659
GO:0009791,-0.52286,-0.5309
GO:0009799,0.56019,0.11351
GO:0009812,0.34846,0.34846
GO:0009855,-0.49449,-0.64114
GO:0009880,-0.66734,-0.66734
GO:0009887,0.11157,-0.24592
GO:0009888,-0.10754,-0.43184
GO:0009894,0.1919,0.20374
GO:0009913,0.51964,0.51964
GO:0009914,0.42699,0.39757
GO:0009948,0.63162,0.60759
GO:0009953,-0.46155,-0.52026
GO:0009968,-0.77034,-0.091775
GO:0009988,0.39568,0.39568
GO:0010001,0.20684,0.82694
GO:0010035,0.11485,0.21255
GO:0010038,-0.0039886,-0.50776
GO:0010039,0.48976,0.48976
GO:0010042,-0.59247,-0.43731
GO:0010043,-0.024651,-0.010576
GO:0010165,0.45612,0.45612
GO:0010171,-0.72728,-1.2185
GO:0010212,0.76036,0.81649
GO:0010226,0.55044,0.55044
GO:0010256,0.54232,0.35587
GO:0010259,0.4018,0.4018
GO:0010288,0.75105,0.75105
GO:0010447,0.85296,0.85296
GO:0010453,-0.41492,-0.43914
GO:0010460,0.415,0.415
GO:0010467,0.35424,1.2971
GO:0010468,-0.36682,-0.24623
GO:0010469,0.39202,0.11031
GO:0010470,-0.64579,-0.69507
GO:0010506,0.59972,0.91749
GO:0010507,-0.52071,-0.52071
GO:0010517,-0.48763,-0.76233
GO:0010523,-0.61771,-0.61771
GO:0010543,-0.57647,-0.57647
GO:0010557,0.16318,-0.027879
GO:0010559,-0.44796,-0.54635
GO:0010564,0.63154,0.47029
GO:0010565,-0.37194,-0.13561
GO:0010569,0.49492,0.51405
GO:0010575,-0.37355,-0.37355
GO:0010591,0.58739,0.58739
GO:0010595,-0.51551,-0.47935
GO:0010605,0.12757,0.0065334
GO:0010608,-0.4803,0.15851
GO:0010613,0.62134,0.62134
GO:0010614,-0.49259,-0.5529
GO:0010628,-0.40856,-0.3329
GO:0010629,0.25635,0.24112
GO:0010632,0.51132,0.74568
GO:0010638,0.67875,-0.70116
GO:0010639,-0.62211,-0.89198
GO:0010648,0.30513,0.34142
GO:0010661,0.66138,0.66138
GO:0010666,0.57558,0.57558
GO:0010667,-0.42085,-0.42085
GO:0010677,0.41614,0.51377
GO:0010712,0.43275,0.44129
GO:0010718,-0.66701,0.68795
GO:0010721,1.1432,1.1496
GO:0010738,-0.38338,-0.38338
GO:0010744,-0.4035,-0.71552
GO:0010759,-0.57252,-0.57252
GO:0010762,0.65755,0.42642
GO:0010765,-0.33017,-0.50746
GO:0010769,-0.41315,-0.38675
GO:0010800,-0.32844,-0.65911
GO:0010803,-0.53709,-0.53709
GO:0010810,0.36195,0.28108
GO:0010817,-0.094643,0.32826
GO:0010822,-0.48632,-0.48632
GO:0010823,-0.44857,-0.44857
GO:0010830,-0.56626,-0.72743
GO:0010837,-0.43536,-0.43536
GO:0010862,0.56057,1.5116
GO:0010869,-0.44351,-0.44351
GO:0010874,-0.53414,-0.364
GO:0010880,-0.47071,-0.41091
GO:0010882,-0.50928,-0.48925
GO:0010884,-0.43276,-0.43486
GO:0010885,-0.56545,-0.54617
GO:0010888,0.47449,0.47449
GO:0010893,0.46694,0.46694
GO:0010906,-0.72867,-0.93268
GO:0010921,0.81029,1.1302
GO:0010927,0.44075,0.44075
GO:0010939,-0.76582,-0.55922
GO:0010941,0.24139,0.20003
GO:0010951,0.45188,0.45188
GO:0010959,-0.62861,-0.13727
GO:0010971,-0.58059,-0.58059
GO:0010972,0.30121,0.30121
GO:0010975,0.57418,0.60597
GO:0010976,0.03594,0.9011
GO:0014003,0.28633,0.45544
GO:0014013,0.49984,0.69308
GO:0014031,0.74729,1.4374
GO:0014048,-0.72313,-0.72313
GO:0014059,0.7447,0.57244
GO:0014061,0.29107,0.29107
GO:0014065,-0.76041,-0.76041
GO:0014068,-0.82293,-0.73092
GO:0014070,-1.224,-0.61674
GO:0014074,0.082697,-1.5574
GO:0014706,-0.52166,0.10698
GO:0014743,0.71288,0.57882
GO:0014823,0.35052,0.67197
GO:0014902,-0.58896,-0.43826
GO:0014911,-0.34979,-0.28458
GO:0014912,0.6638,0.6638
GO:0015031,-0.63202,-0.48362
GO:0015672,0.66455,0.47142
GO:0015695,0.42382,0.42382
GO:0015696,-0.63352,-0.9939
GO:0015701,-0.62987,-0.62987
GO:0015711,-0.63812,0.099135
GO:0015721,0.58617,0.58617
GO:0015800,0.63895,0.63895
GO:0015850,-0.36884,-0.2983
GO:0015908,0.46549,0.37902
GO:0015909,0.61296,0.55626
GO:0015914,-0.40924,-1.2114
GO:0015949,0.70249,0.70249
GO:0015980,0.32836,0.33722
GO:0016032,0.22158,-0.066669
GO:0016042,0.13123,0.28254
GO:0016049,-0.24543,-0.41231
GO:0016050,-0.61558,-0.44209
GO:0016051,0.85774,0.55646
GO:0016052,-0.47034,-0.090359
GO:0016055,0.11364,0.66472
GO:0016064,0.48452,0.36183
GO:0016070,-0.0058107,0.31786
GO:0016137,0.30947,0.30947
GO:0016192,-0.27739,-0.13197
GO:0016236,-0.59323,-0.66347
GO:0016239,-0.40944,-0.40944
GO:0016266,-0.25229,-0.25229
GO:0016310,-0.66864,-0.62886
GO:0016311,0.35713,0.50072
GO:0016331,-1.1483,-0.68471
GO:0016445,-0.39061,-0.31517
GO:0016477,0.86063,0.77098
GO:0016482,0.49901,0.49901
GO:0016485,-0.35929,-0.23951
GO:0016525,0.31986,0.25972
GO:0016540,-0.46601,-0.46601
GO:0016567,0.57186,0.24424
GO:0016570,-0.2972,-1.1786
GO:0016579,-0.092541,1.684
GO:0016925,0.62665,0.62665
GO:0016999,0.29537,0.29537
GO:0017085,0.42578,0.50588
GO:0017144,0.2771,0.35192
GO:0017148,-0.49542,-0.70761
GO:0017156,0.56374,0.56374
GO:0017157,0.55753,0.55753
GO:0018027,-0.55345,-0.47408
GO:0018105,-0.43966,-0.1382
GO:0018107,-0.34248,-0.78127
GO:0018108,-0.79332,-0.10788
GO:0018193,-0.10174,0.095655
GO:0018195,0.67518,0.67518
GO:0018205,0.64976,0.12572
GO:0018393,-0.73173,-0.7382
GO:0018394,-0.71491,-0.67416
GO:0018958,-0.54708,-0.54708
GO:0019048,-0.57433,-1.0007
GO:0019079,-0.4591,-0.36485
GO:0019216,0.27067,0.044492
GO:0019218,-0.29413,-0.51919
GO:0019219,-0.25045,0.076218
GO:0019221,0.32865,0.43411
GO:0019228,0.59877,0.59877
GO:0019233,-0.54706,-0.069657
GO:0019320,-0.51063,-0.33459
GO:0019359,-0.41331,-0.41331
GO:0019371,0.45986,0.45986
GO:0019372,0.4615,0.4615
GO:0019373,-0.58509,-0.58509
GO:0019377,-0.95934,-0.49878
GO:0019400,-0.55543,-0.55543
GO:0019433,-0.51493,-0.55013
GO:0019438,0.03928,-0.1935
GO:0019637,-0.21949,-0.12472
GO:0019674,0.58933,0.29147
GO:0019722,-0.50298,-0.62388
GO:0019730,-0.57338,-0.57338
GO:0019752,-0.13233,-0.52624
GO:0019884,-0.41591,-0.41591
GO:0019886,0.43174,0.43174
GO:0019915,0.425,0.425
GO:0019932,0.53943,0.3482
GO:0019941,0.38585,0.54258
GO:0019953,-0.59279,0.01968
GO:0019985,-0.52869,-0.15192
GO:0021510,-0.42045,-0.42045
GO:0021537,-0.48749,-0.52939
GO:0021545,0.36786,0.36786
GO:0021587,0.60763,0.60763
GO:0021695,0.45164,0.45164
GO:0021762,0.58325,0.58325
GO:0021766,-0.45314,-0.45314
GO:0021795,0.46045,0.46045
GO:0021872,0.64597,0.64597
GO:0021953,0.11178,0.2406
GO:0021955,0.3178,0.73726
GO:0021983,0.42203,0.42203
GO:0022011,0.462,0.56117
GO:0022037,-0.47537,-0.44996
GO:0022400,0.50903,-0.10508
GO:0022402,-0.48567,-0.43835
GO:0022408,-0.35767,-0.26396
GO:0022409,-0.41338,-0.56174
GO:0022411,-0.26128,-0.0074818
GO:0022412,-0.40066,-0.37859
GO:0022602,0.54922,0.54922
GO:0022603,0.30345,-0.21931
GO:0022604,-0.45174,-0.13778
GO:0022607,-0.14397,-0.14476
GO:0022617,0.43432,0.44126
GO:0022618,-0.3063,-1.3316
GO:0022898,-0.34305,-0.36158
GO:0022900,-0.47363,-0.37002
GO:0022904,0.53046,0.45183
GO:0023057,0.18579,0.34147
GO:0023058,0.63015,0.63015
GO:0023061,0.63979,0.29969
GO:0030001,-0.67225,-0.80941
GO:0030010,-0.46613,-0.45095
GO:0030031,0.49681,-0.22402
GO:0030036,0.2085,0.48349
GO:0030071,-0.27354,0.64952
GO:0030073,0.53149,0.51323
GO:0030097,-0.2864,0.020128
GO:0030098,0.56497,-0.065594
GO:0030099,0.43557,0.10861
GO:0030101,0.6695,0.6695
GO:0030104,-0.46303,-0.34317
GO:0030155,-0.89207,0.42107
GO:0030162,-0.24478,-0.55354
GO:0030163,-0.0090792,0.85212
GO:0030168,0.3626,-0.30777
GO:0030182,0.10489,0.15596
GO:0030183,-0.97916,-0.78149
GO:0030194,-0.74365,-0.66036
GO:0030195,-0.59341,-0.59341
GO:0030198,-0.34044,-0.33203
GO:0030212,-0.67009,-0.67009
GO:0030217,-0.78557,-1.0084
GO:0030218,0.43766,0.17614
GO:0030225,-0.54852,-0.54852
GO:0030258,0.51231,0.7476
GO:0030278,0.58433,1.0033
GO:0030282,-0.47268,-0.47268
GO:0030301,-0.56656,-0.35609
GO:0030307,0.63675,0.35262
GO:0030308,-0.45229,-0.35027
GO:0030316,0.4247,0.12232
GO:0030324,0.26121,1.1693
GO:0030334,-0.21509,-0.33674
GO:0030335,0.4957,-0.065718
GO:0030336,0.57817,1.0427
GO:0030449,-0.75304,-0.69927
GO:0030501,0.57056,-0.27318
GO:0030509,0.30252,0.35071
GO:0030512,0.68656,0.92027
GO:0030513,-0.55688,-0.43954
GO:0030514,-0.55222,0.4377
GO:0030521,0.4489,0.35359
GO:0030522,-0.55885,-0.54145
GO:0030534,0.30023,0.32872
GO:0030539,-0.50194,-0.50194
GO:0030574,0.37755,0.37755
GO:0030593,-0.48828,-0.48828
GO:0030595,0.51761,0.78297
GO:0030728,0.60639,0.60639
GO:0030832,0.49797,0.61071
GO:0030838,-0.44105,-0.44105
GO:0030850,-0.65761,-0.65761
GO:0030855,-0.50372,-0.47171
GO:0030856,0.30913,0.42593
GO:0030857,0.26234,0.26234
GO:0030865,0.84286,0.84286
GO:0030879,0.080197,-0.75769
GO:0030890,-0.45843,-0.5623
GO:0030900,0.0055313,-0.18199
GO:0030949,-0.54616,-0.54616
GO:0031000,-0.42418,-0.38934
GO:0031018,0.51286,0.51286
GO:0031032,0.20216,0.14925
GO:0031047,-0.47024,-0.47024
